Timestamp,CO2_PPM
2025-12-10 21:19:54.278806,829
2025-12-10 21:20:24.507957,838
2025-12-10 21:20:54.744157,856
2025-12-10 21:21:24.900214,864
2025-12-10 21:21:55.107863,863
2025-12-10 21:22:25.316285,864
2025-12-10 21:22:55.523857,863
2025-12-10 21:41:34.728215,943
2025-12-10 21:42:04.895444,931
2025-12-10 21:42:34.924236,916
2025-12-10 21:43:05.306805,909
2025-12-10 21:43:35.515273,903
2025-12-10 21:44:05.743463,899
2025-12-10 21:44:36.491098,892
2025-12-10 21:45:06.654371,891
2025-12-10 21:45:36.720616,889
2025-12-10 21:46:07.123778,886
2025-12-10 21:46:37.148112,876
2025-12-10 21:47:07.176522,868
2025-12-10 21:47:37.440385,866
2025-12-10 21:48:07.652545,861
2025-12-10 21:48:37.855059,854
2025-12-10 21:49:08.093998,852
2025-12-10 21:49:38.273927,856
2025-12-10 21:50:08.482484,857
2025-12-10 21:50:38.706770,858
2025-12-10 21:51:08.898687,858
2025-12-10 21:51:38.932098,857
2025-12-10 21:52:09.080625,857
2025-12-10 21:52:39.269713,858
2025-12-10 21:53:09.730216,860
2025-12-10 21:53:39.939851,857
2025-12-10 21:54:10.152701,864
2025-12-10 21:54:40.355735,870
2025-12-10 21:55:10.387403,866
2025-12-10 21:55:40.518996,863
2025-12-10 21:56:10.723601,857
2025-12-10 21:56:40.932205,858
2025-12-10 21:57:10.959374,862
2025-12-10 21:57:40.997431,866
2025-12-10 21:58:11.218135,869
2025-12-10 21:58:41.249674,871
2025-12-10 21:59:11.275632,872
2025-12-10 21:59:41.313944,875
2025-12-10 22:00:11.369382,878
2025-12-10 22:00:41.438630,882
2025-12-10 22:01:11.785792,882
2025-12-10 22:01:41.996363,882
2025-12-10 22:02:12.203121,882
2025-12-10 22:02:42.234075,883
2025-12-10 22:03:12.378056,884
2025-12-10 22:03:42.455447,884
2025-12-10 22:04:12.522766,883
2025-12-10 22:04:42.735090,881
2025-12-10 22:05:12.943844,877
2025-12-10 22:05:43.151579,875
2025-12-10 22:06:13.356149,871
2025-12-10 22:06:43.565209,867
2025-12-10 22:07:13.600778,863
2025-12-10 22:07:43.827716,872
2025-12-10 22:08:14.223284,871
2025-12-10 22:08:44.399666,860
2025-12-10 22:09:14.617403,858
2025-12-10 22:09:44.815927,861
2025-12-10 22:10:15.036129,864
2025-12-10 22:10:45.107801,869
2025-12-10 22:11:16.225876,868
2025-12-10 22:11:46.677682,863
2025-12-10 22:12:16.881900,860
2025-12-10 22:12:47.091919,857
2025-12-10 22:13:17.706094,855
2025-12-10 22:14:10.799462,854
2025-12-10 22:14:40.827056,854
2025-12-10 22:15:11.095137,854
2025-12-10 22:15:41.134938,854
2025-12-10 22:16:11.382411,852
2025-12-10 22:16:41.589512,846
2025-12-10 22:17:11.799787,839
2025-12-10 22:17:39.483400,837
2025-12-10 22:18:09.655533,835
2025-12-10 22:18:39.865982,833
2025-12-10 22:19:10.071980,832
2025-12-10 22:19:40.282108,833
2025-12-10 22:20:10.773805,832
2025-12-10 22:20:40.973093,832
2025-12-10 22:21:11.165351,831
2025-12-10 22:21:41.373174,829
2025-12-10 22:22:11.402312,827
2025-12-10 22:22:41.431838,828
2025-12-10 22:23:11.490953,825
2025-12-10 22:23:42.000622,827
2025-12-10 22:24:12.156066,826
2025-12-10 22:24:42.365425,822
2025-12-10 22:25:12.583636,819
2025-12-10 22:25:42.670241,812
2025-12-10 22:26:12.736092,803
2025-12-10 22:26:42.945214,801
2025-12-10 22:27:13.188442,796
2025-12-10 22:27:43.361767,795
2025-12-10 22:28:13.395177,795
2025-12-10 22:28:43.419606,795
2025-12-10 22:29:13.777599,796
2025-12-10 22:29:43.939072,798
2025-12-10 22:30:14.148272,796
2025-12-10 22:30:44.336961,803
2025-12-10 22:31:14.558601,797
2025-12-10 22:41:31.451989,787
2025-12-10 22:42:57.909067,698
2025-12-10 22:43:28.136263,702
2025-12-10 22:43:58.333516,708
2025-12-10 22:44:28.413336,719
2025-12-10 22:44:58.492375,723
2025-12-10 22:45:28.526556,727
2025-12-10 22:45:58.815598,728
2025-12-10 22:46:29.117631,728
2025-12-10 22:46:59.320365,728
2025-12-10 22:47:29.542421,731
2025-12-10 22:47:59.720409,732
2025-12-10 22:48:29.967836,733
2025-12-10 22:48:59.999329,737
2025-12-10 22:49:30.119509,740
2025-12-10 22:50:00.327202,739
2025-12-10 22:50:30.558403,738
2025-12-10 22:51:00.674079,738
2025-12-10 22:51:31.221058,736
2025-12-10 22:52:01.271589,735
2025-12-10 22:52:31.361490,733
2025-12-10 22:53:01.427215,734
2025-12-10 22:53:31.515370,735
2025-12-10 22:54:01.727586,734
2025-12-10 22:54:31.944267,733
2025-12-10 22:55:02.149994,734
2025-12-10 22:55:32.346703,736
2025-12-10 22:56:02.477424,734
2025-12-10 22:56:32.778156,733
2025-12-10 22:57:02.816459,730
2025-12-10 22:57:32.933447,729
2025-12-10 22:58:03.160699,728
2025-12-10 22:58:33.188571,728
2025-12-10 22:59:03.292471,725
2025-12-10 22:59:33.528826,726
2025-12-10 23:00:03.712236,726
2025-12-10 23:00:33.916219,725
2025-12-10 23:01:04.047899,725
2025-12-10 23:01:34.073242,724
2025-12-10 23:02:04.153014,721
2025-12-10 23:02:34.212958,719
2025-12-10 23:03:04.264158,720
2025-12-10 23:03:34.431883,718
2025-12-10 23:04:04.477304,717
2025-12-10 23:04:34.578023,718
2025-12-10 23:05:04.790725,721
2025-12-10 23:05:35.003058,722
2025-12-10 23:06:05.135377,723
2025-12-10 23:06:35.393637,724
2025-12-10 23:07:05.610874,725
2025-12-10 23:07:35.659072,722
2025-12-10 23:08:05.789749,721
2025-12-10 23:08:35.854902,722
2025-12-10 23:09:06.199155,723
2025-12-10 23:09:36.260599,723
2025-12-10 23:10:06.357050,723
2025-12-10 23:10:36.405275,722
2025-12-10 23:11:06.783847,719
2025-12-10 23:11:36.811162,720
2025-12-10 23:12:07.193060,719
2025-12-10 23:12:37.384373,718
2025-12-10 23:13:07.448099,718
2025-12-10 23:13:37.554770,718
2025-12-10 23:14:07.743637,719
2025-12-10 23:14:37.975438,718
2025-12-10 23:15:08.012962,716
2025-12-10 23:15:38.108794,715
2025-12-10 23:16:08.343791,715
2025-12-10 23:16:38.458100,715
2025-12-10 23:17:08.731993,715
2025-12-10 23:17:38.944979,713
2025-12-10 23:18:09.150707,711
2025-12-10 23:18:39.191721,711
2025-12-10 23:19:09.296790,711
2025-12-10 23:19:39.516022,712
2025-12-10 23:20:09.724462,713
2025-12-10 23:20:39.759478,713
2025-12-10 23:21:09.878061,714
2025-12-10 23:21:39.902815,715
2025-12-10 23:22:09.929494,717
2025-12-10 23:22:40.194614,721
2025-12-10 23:23:10.230124,723
2025-12-10 23:23:40.553916,725
2025-12-10 23:24:11.053860,725
2025-12-10 23:24:41.088688,726
2025-12-10 23:25:11.184512,728
2025-12-10 23:25:41.212478,730
2025-12-10 23:26:11.460899,731
2025-12-10 23:26:41.664130,733
2025-12-10 23:27:11.873039,736
2025-12-10 23:27:42.086096,736
2025-12-10 23:28:12.118802,735
2025-12-10 23:28:42.249046,737
2025-12-10 23:29:12.291276,736
2025-12-10 23:44:44.350479,735
2025-12-10 23:45:14.570006,719
2025-12-10 23:48:21.342224,716
2025-12-10 23:48:51.458048,717
2025-12-10 23:49:21.486813,714
2025-12-10 23:49:51.745650,714
2025-12-10 23:50:21.931778,713
2025-12-10 23:50:52.141162,712
2025-12-10 23:51:22.350582,710
2025-12-10 23:51:52.556678,708
2025-12-10 23:52:22.772316,706
2025-12-10 23:52:52.809977,704
2025-12-10 23:53:22.838093,698
2025-12-10 23:53:53.132355,694
2025-12-10 23:54:23.339281,692
2025-12-10 23:54:53.547780,690
2025-12-10 23:55:23.637859,688
2025-12-10 23:55:53.665539,686
2025-12-10 23:56:23.924991,683
2025-12-10 23:56:54.125503,678
2025-12-10 23:57:24.337986,675
2025-12-10 23:57:54.545681,672
2025-12-10 23:58:24.758707,672
2025-12-10 23:59:02.894662,672
2025-12-10 23:59:33.099992,675
2025-12-11 00:00:03.319126,698
2025-12-11 00:00:33.349193,705
2025-12-11 00:01:03.469747,704
2025-12-11 00:01:33.700397,703
2025-12-11 00:02:03.723546,705
2025-12-11 00:02:33.753275,712
2025-12-11 00:03:04.121461,720
2025-12-11 00:03:34.253115,730
2025-12-11 00:04:04.461436,732
2025-12-11 00:04:34.670734,733
2025-12-11 00:05:04.879309,732
2025-12-11 00:05:35.089604,729
2025-12-11 00:06:05.169745,728
2025-12-11 00:06:35.502307,727
2025-12-11 00:07:05.709080,727
2025-12-11 00:07:35.983172,726
2025-12-11 00:08:06.189793,725
2025-12-11 00:08:36.218039,729
2025-12-11 00:09:06.349720,731
2025-12-11 00:09:36.577304,735
2025-12-11 00:10:06.770205,738
2025-12-11 00:10:36.839567,747
2025-12-11 00:11:06.866859,746
2025-12-11 00:11:36.896651,745
2025-12-11 00:12:06.930191,744
2025-12-11 00:12:37.352954,741
2025-12-11 00:13:07.472652,740
2025-12-11 00:13:37.576822,737
2025-12-11 00:32:02.446528,734
2025-12-11 00:32:32.648712,671
2025-12-11 00:48:03.585909,671
2025-12-11 01:05:13.467015,642
2025-12-11 01:05:43.497222,633
2025-12-11 01:21:45.563385,633
2025-12-11 01:38:14.687589,633
2025-12-11 01:38:44.893223,635
2025-12-11 01:54:26.711663,635
2025-12-11 01:54:56.901263,634
2025-12-11 02:10:02.193644,633
2025-12-11 02:26:29.140862,626
2025-12-11 02:26:59.227305,621
2025-12-11 02:43:21.402089,621
2025-12-11 02:43:51.422870,617
2025-12-11 03:01:21.514330,617
2025-12-11 03:10:42.678998,625
2025-12-11 03:11:12.951215,630
2025-12-11 03:27:57.878296,629
2025-12-11 03:28:27.907381,620
2025-12-11 03:45:32.968958,620
2025-12-11 03:46:03.148646,616
2025-12-11 04:02:28.066438,617
2025-12-11 04:11:54.501680,616
2025-12-11 04:12:24.537621,615
2025-12-11 04:28:57.020993,614
2025-12-11 04:31:20.337810,617
2025-12-11 04:31:50.382600,618
2025-12-11 04:47:50.497698,617
2025-12-11 05:02:01.068443,613
2025-12-11 05:02:31.183324,611
2025-12-11 05:03:01.496675,613
2025-12-11 05:03:31.695971,627
2025-12-11 05:04:01.901317,633
2025-12-11 05:04:32.101336,634
2025-12-11 05:05:02.380844,628
2025-12-11 05:05:32.588000,625
2025-12-11 05:06:02.791502,624
2025-12-11 05:06:33.003449,620
2025-12-11 05:07:03.462694,617
2025-12-11 05:07:33.672177,614
2025-12-11 05:08:03.882813,612
2025-12-11 05:08:34.090125,613
2025-12-11 05:09:04.299906,613
2025-12-11 05:09:34.520623,613
2025-12-11 05:10:04.720385,613
2025-12-11 05:10:34.930316,615
2025-12-11 05:11:05.135772,620
2025-12-11 05:11:35.342698,622
2025-12-11 05:12:05.378699,624
2025-12-11 05:28:25.568978,626
2025-12-11 05:28:55.754918,626
2025-12-11 05:44:26.865550,625
2025-12-11 05:44:57.118117,628
2025-12-11 06:00:46.157238,627
2025-12-11 06:18:08.522451,644
2025-12-11 06:18:38.701389,646
2025-12-11 06:32:50.361778,646
2025-12-11 06:33:20.556973,642
2025-12-11 06:33:50.770319,642
2025-12-11 06:34:20.973216,646
2025-12-11 06:34:51.180706,648
2025-12-11 06:35:21.388858,646
2025-12-11 06:35:51.597385,646
2025-12-11 06:36:21.805310,645
2025-12-11 06:36:52.017186,645
2025-12-11 06:37:22.220466,646
2025-12-11 06:37:52.434240,643
2025-12-11 06:38:22.556713,641
2025-12-11 06:38:52.590516,643
2025-12-11 06:39:22.810737,644
2025-12-11 06:39:53.005610,643
2025-12-11 06:40:23.213135,643
2025-12-11 06:40:53.426224,645
2025-12-11 06:41:23.629407,649
2025-12-11 06:41:53.837556,659
2025-12-11 06:42:24.045654,663
2025-12-11 06:42:54.253611,667
2025-12-11 06:43:24.461832,669
2025-12-11 06:43:54.673837,670
2025-12-11 06:44:24.878118,671
2025-12-11 06:44:55.091326,674
2025-12-11 06:45:25.297699,672
2025-12-11 06:45:55.501641,674
2025-12-11 06:46:25.685741,676
2025-12-11 06:46:55.918614,677
2025-12-11 06:47:26.126146,677
2025-12-11 06:47:56.333846,679
2025-12-11 06:48:26.544713,679
2025-12-11 06:53:14.637563,680
2025-12-11 06:53:44.882627,669
2025-12-11 06:54:14.912654,667
2025-12-11 06:54:44.943306,672
2025-12-11 06:55:14.980684,675
2025-12-11 06:55:45.184164,676
2025-12-11 06:56:15.567795,675
2025-12-11 06:56:45.663937,673
2025-12-11 06:57:15.875355,677
2025-12-11 06:57:46.080662,681
2025-12-11 06:58:16.290793,680
2025-12-11 06:58:46.406308,678
2025-12-11 06:59:16.716924,671
2025-12-11 06:59:46.914299,664
2025-12-11 07:00:17.122862,654
2025-12-11 07:00:47.345186,650
2025-12-11 07:01:17.540535,649
2025-12-11 07:01:47.751244,649
2025-12-11 07:02:17.955987,646
2025-12-11 07:02:48.421533,641
2025-12-11 07:03:18.628456,636
2025-12-11 07:03:48.837240,635
2025-12-11 07:04:19.047814,631
2025-12-11 07:04:49.258213,635
2025-12-11 07:05:19.464033,643
2025-12-11 07:05:49.670856,643
2025-12-11 07:06:19.878468,635
2025-12-11 07:06:50.088046,631
2025-12-11 07:07:20.299000,627
2025-12-11 07:07:50.503803,626
2025-12-11 07:08:20.712024,624
2025-12-11 07:08:50.920237,624
2025-12-11 07:09:21.129944,618
2025-12-11 07:09:51.340883,615
2025-12-11 07:10:21.574220,615
2025-12-11 07:10:51.783697,618
2025-12-11 07:11:21.994843,617
2025-12-11 07:11:52.202312,615
2025-12-11 07:12:22.266624,612
2025-12-11 07:12:52.376674,610
2025-12-11 07:13:22.571609,606
2025-12-11 07:13:52.700595,603
2025-12-11 07:14:23.127452,596
2025-12-11 07:14:53.196931,594
2025-12-11 07:15:23.406475,594
2025-12-11 07:15:53.640406,593
2025-12-11 07:16:23.822914,591
2025-12-11 07:16:54.042391,589
2025-12-11 07:17:24.079624,587
2025-12-11 07:17:54.196194,585
2025-12-11 07:20:32.183468,584
2025-12-11 07:22:58.582991,581
2025-12-11 07:23:28.792503,588
2025-12-11 07:23:58.980238,592
2025-12-11 07:24:29.058304,606
2025-12-11 07:24:59.685491,613
2025-12-11 07:25:29.876589,614
